City,Location,Address,WorkSpaces,List Price,Available From,Operator Name,
London,Gracechurch Street / Bank / Monument,Gracechurch Street,14,10750,1 October 2023,Landmark ,
London,Gracechurch Street / Bank / Monument,Gracechurch Street,29,16750,1 July 2023,Landmark ,
London,Gracechurch Street / Bank / Monument,Gracechurch Street,40,18900,Immediate,Landmark ,
London,Gracechurch Street / Bank / Monument,Gracechurch Street,56,35850,1 October 2023,Landmark ,
London,Gracechurch Street / Bank / Monument,Gracechurch Street,79,45950,1 July 2023,Landmark ,
London,Gracechurch Street / Bank / Monument,Gracechurch Street,111,58400,1 July 2023,Landmark ,
London,Liverpool Street,Bishopsgate,3,1800,Immediate,Landmark ,
London,Liverpool Street,Bishopsgate,3,1850,Immediate,Landmark ,
London,Liverpool Street,Bishopsgate,3,1650,Immediate,Landmark ,
London,Liverpool Street,Bishopsgate,3,1550,Immediate,Landmark ,
London,Liverpool Street,Bishopsgate,4,4300,1 December 2023,Landmark ,
London,Liverpool Street,Bishopsgate,5,4150,1 November 2023,Landmark ,
London,Liverpool Street,Bishopsgate,5,5800,1 December 2023,Landmark ,
London,Liverpool Street,Bishopsgate,6,5050,1 July 2023,Landmark ,
London,Liverpool Street,Bishopsgate,6,5050,1 September 2023,Landmark ,
London,Liverpool Street,Bishopsgate,11,6350,Immediate,Landmark ,
London,Liverpool Street,Bishopsgate,11,7500,Immediate,Landmark ,
London,Liverpool Street,Bishopsgate,14,11550,Immediate,Landmark ,
London,Liverpool Street,Bishopsgate,15,16400,1 December 2023,Landmark ,
London,Liverpool Street,Bishopsgate,16,16600,1 December 2023,Landmark ,
London,Liverpool Street,Bishopsgate,18,19200,1 December 2023,Landmark ,
London,Liverpool Street,Bishopsgate,39,41300,1 December 2023,Landmark ,
London,Liverpool Street,Bishopsgate,41,43150,1 December 2023,Landmark ,
London,Liverpool Street,Bishopsgate,62,36450,Immediate,Landmark ,
London,Liverpool Street,Bishopsgate,5,5000,1 November 2023,Landmark ,
London,Liverpool Street,Bishopsgate,6,4450,1 August 2023,Landmark ,
London,Liverpool Street,Bishopsgate,6,4500,1 July 2023,Landmark ,
London,Liverpool Street,Bishopsgate,11,8050,Immediate,Landmark ,
London,Liverpool Street,Bishopsgate,11,10600,Immediate,Landmark ,
London,Aldgate / Liverpool Street,St. Botolph StreetEC3A 7BB,3,1300,1 August 2023,Landmark ,
London,Aldgate / Liverpool Street,St. Botolph StreetEC3A 7BB,3,1250,Immediate,Landmark ,
London,Aldgate / Liverpool Street,St. Botolph StreetEC3A 7BB,3,1450,Immediate,Landmark ,
London,Aldgate / Liverpool Street,St. Botolph StreetEC3A 7BB,3,1400,Immediate,Landmark ,
London,Aldgate / Liverpool Street,St. Botolph StreetEC3A 7BB,4,1750,Immediate,Landmark ,
London,Aldgate / Liverpool Street,St. Botolph StreetEC3A 7BB,5,3050,1 November 2023,Landmark ,
London,Aldgate / Liverpool Street,St. Botolph StreetEC3A 7BB,5,2400,Immediate,Landmark ,
London,Aldgate / Liverpool Street,St. Botolph StreetEC3A 7BB,6,3550,1 October 2023,Landmark ,
London,Aldgate / Liverpool Street,St. Botolph StreetEC3A 7BB,7,4450,Immediate,Landmark ,
London,Aldgate / Liverpool Street,St. Botolph StreetEC3A 7BB,9,5850,Immediate,Landmark ,
London,Aldgate / Liverpool Street,St. Botolph StreetEC3A 7BB,14,9500,1 October 2023,Landmark ,
London,Aldgate / Liverpool Street,St. Botolph StreetEC3A 7BB,30,17800,Immediate,Landmark ,
London,Aldgate / Liverpool Street,Bevis MarksEC3A 7BA,5,4700,1 September 2023,Landmark ,
London,Aldgate / Liverpool Street,Bevis MarksEC3A 7BA,5,5200,Immediate,Landmark ,
London,Aldgate / Liverpool Street,Bevis MarksEC3A 7BA,9,6400,1 October 2023,Landmark ,
London,Aldgate / Liverpool Street,Bevis MarksEC3A 7BA,9,8700,1 September 2023,Landmark ,
London,Aldgate / Liverpool Street,Bevis MarksEC3A 7BA,11,8500,1 October 2023,Landmark ,
London,Aldgate / Liverpool Street,Bevis MarksEC3A 7BA,13,10800,Immediate,Landmark ,
London,Aldgate / Liverpool Street,Bevis MarksEC3A 7BA,15,11850,1 September 2023,Landmark ,
London,Cannon Street ,Cannon StreetEC4N 6HL,3,2050,1 July 2023,Landmark ,
London,Cannon Street ,Cannon StreetEC4N 6HL,3,2050,1 July 2023,Landmark ,
London,Cannon Street ,Cannon StreetEC4N 6HL,4,2350,1 July 2023,Landmark ,
London,Cannon Street ,Cannon StreetEC4N 6HL,4,2350,1 July 2023,Landmark ,
London,Cannon Street ,Cannon StreetEC4N 6HL,4,2250,Immediate,Landmark ,
London,Cannon Street ,Cannon StreetEC4N 6HL,4,2250,Immediate,Landmark ,
London,Cannon Street ,Cannon StreetEC4N 6HL,5,2900,Immediate,Landmark ,
London,Cannon Street ,Cannon StreetEC4N 6HL,5,3100,Immediate,Landmark ,
London,Cannon Street ,Cannon StreetEC4N 6HL,5,2950,1 July 2023,Landmark ,
London,Cannon Street ,Cannon StreetEC4N 6HL,6,3400,Immediate,Landmark ,
London,Cannon Street ,Cannon StreetEC4N 6HL,25,15450,1 July 2023,Landmark ,
London,Greenwich,Mitre PassageSE10 0ER,3,1100,1 July 2023,Landmark ,
London,Greenwich,Mitre PassageSE10 0ER,6,3100,Immediate,Landmark ,
London,Greenwich,Mitre PassageSE10 0ER,6,2800,Immediate,Landmark ,
London,Greenwich,Mitre PassageSE10 0ER,6,2800,Immediate,Landmark ,
London,Greenwich,Mitre PassageSE10 0ER,6,2800,Immediate,Landmark ,
London,Greenwich,Mitre PassageSE10 0ER,7,3050,Immediate,Landmark ,
London,Greenwich,Mitre PassageSE10 0ER,7,3050,Immediate,Landmark ,
London,Greenwich,Mitre PassageSE10 0ER,14,6700,Immediate,Landmark ,
London,Greenwich,Mitre PassageSE10 0ER,17,7400,Immediate,Landmark ,
London,Bank / Gresham Street,Gresham StreetEC2V 7BB,4,2850,Immediate,Landmark ,
London,Bank / Gresham Street,Gresham StreetEC2V 7BB,7,4550,1 September 2023,Landmark ,
London,Bank / Gresham Street,Gresham StreetEC2V 7BB,11,7600,1 August 2023,Landmark ,
London,Bank / King William Street,King William Street,3,2550,Immediate,Landmark ,
London,Bank / King William Street,King William Street,4,3500,Immediate,Landmark ,
London,Bank / King William Street,King William Street,4,2700,1 October 2023,Landmark ,
London,Bank / King William Street,King William Street,6,4050,Immediate,Landmark ,
London,Bank / King William Street,King William Street,6,4050,Immediate,Landmark ,
London,Bank / King William Street,King William Street,7,4750,Immediate,Landmark ,
London,Bank / King William Street,King William Street,12,8300,Immediate,Landmark ,
London,Bank / King William Street,King William Street,15,10300,Immediate,Landmark ,
London,Bank / King William Street,King William Street,32,22550,1 October 2023,Landmark ,
London,Bank / Royal Exchange,Royal Exchange,4,2000,Immediate,Landmark ,
London,Bank / Royal Exchange,Royal Exchange,13,7950,Immediate,Landmark ,
London,Bank / Royal Exchange,Royal Exchange,120,68000,Immediate,Landmark ,
London,Chancery Lane,Chancery Lane,16,11800,Immediate,Landmark ,
London,St Pauls / Giltspur Street,Giltspur Street,4,2200,1 December 2023,Landmark ,
London,St Pauls / Giltspur Street,Giltspur Street,13,8900,1 November 2023,Landmark ,
London,St Pauls / Giltspur Street,Giltspur Street,5,3450,1 December 2023,Landmark ,
London,St Pauls / Giltspur Street,Giltspur Street,7,4600,1 November 2023,Landmark ,
London,St Pauls / Giltspur Street,Giltspur Street,8,5600,1 November 2023,Landmark ,
London,St Pauls / Giltspur Street,Giltspur Street,8,4650,1 November 2023,Landmark ,
London,St Pauls / Giltspur Street,Giltspur Street,13,8700,1 October 2023,Landmark ,
